1, none, betterend:amber_land, MONSTER, minecraft:enderman, 5, 1, 4
4485, none, wythers:calcite_caverns, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
4486, none, wythers:calcite_caverns, MONSTER, grimoireofgaia:creep, 20, 2, 3
4487, none, wythers:calcite_caverns, MONSTER, grimoireofgaia:deathword, 30, 1, 2
4488, none, wythers:calcite_caverns, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
4489, none, wythers:calcite_caverns, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
4490, none, wythers:calcite_caverns, MONSTER, grimoireofgaia:mimic, 30, 1, 1
4491, none, wythers:calcite_caverns, MONSTER, player_mobs:player_mob, 20, 2, 4
4492, none, wythers:calcite_caverns, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4493, none, wythers:calcite_caverns, MONSTER, alexsmobs:farseer, 10, 1, 1
4494, none, wythers:calcite_caverns, MONSTER, alexsmobs:murmur, 10, 1, 1
4495, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4496, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
4497, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
4498, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
4499, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
4500, none, wythers:calcite_caverns, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
4501, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
4502, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
4503, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
4504, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4505, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4506, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4507, none, wythers:calcite_caverns, MONSTER, hmag:dyssomnia, 10, 1, 1
4508, none, wythers:calcite_caverns, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
4509, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4510, none, wythers:calcite_caverns, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
4511, none, wythers:calcite_caverns, MONSTER, hmag:melty_monster, 18, 1, 3
4512, none, wythers:calcite_caverns, MONSTER, hmag:ghost, 15, 1, 2
4513, none, wythers:calcite_caverns, MONSTER, hmag:kobold, 20, 1, 2
4514, none, wythers:calcite_caverns, MONSTER, hmag:lich, 10, 1, 1
4515, none, wythers:calcite_caverns, MONSTER, hmag:ogre, 10, 1, 1
4516, none, wythers:calcite_caverns, MONSTER, hmag:spider_nest, 10, 1, 2
4517, none, wythers:calcite_caverns, MONSTER, hmag:necrotic_reaper, 10, 1, 2
4518, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4519, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4520, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4521, none, wythers:calcite_caverns, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
4522, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4523, none, wythers:calcite_caverns, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
4524, none, wythers:calcite_caverns, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
4525, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4526, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4527, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
4528, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4529, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4530, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4531, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4532, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4533, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
4534, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4535, none, wythers:calcite_caverns, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
4536, none, wythers:calcite_caverns, CREATURE, exoticbirds:pigeon, 12, 2, 3
4537, none, wythers:calcite_caverns, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
4538, none, wythers:calcite_caverns, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4539, none, wythers:calcite_caverns, AMBIENT, minecraft:bat, 10, 2, 4
4540, none, wythers:calcite_caverns, AMBIENT, alexsmobs:fly, 10, 2, 3
4541, none, wythers:calcite_caverns, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
4542, none, wythers:calcite_caverns, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
4543, none, wythers:calcite_caverns, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4544, none, wythers:calcite_caverns, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
4545, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
4546, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4547, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4548, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4549, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4550, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
4551, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4552, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
4553, none, wythers:calcite_caverns, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4554, none, wythers:calcite_coast, MONSTER, minecraft:spider, 30, 2, 4
4555, none, wythers:calcite_coast, MONSTER, minecraft:zombie, 40, 2, 3
4556, none, wythers:calcite_coast, MONSTER, minecraft:zombie_villager, 10, 1, 1
4557, none, wythers:calcite_coast, MONSTER, minecraft:skeleton, 40, 2, 4
4558, none, wythers:calcite_coast, MONSTER, minecraft:creeper, 30, 2, 4
4559, none, wythers:calcite_coast, MONSTER, minecraft:slime, 30, 2, 4
4560, none, wythers:calcite_coast, MONSTER, minecraft:enderman, 5, 1, 2
4561, none, wythers:calcite_coast, MONSTER, minecraft:witch, 5, 1, 1
4562, none, wythers:calcite_coast, MONSTER, monsterplus:abyssologer, 10, 1, 1
4563, none, wythers:calcite_coast, MONSTER, grimoireofgaia:arachne, 20, 1, 2
4564, none, wythers:calcite_coast, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
4565, none, wythers:calcite_coast, MONSTER, grimoireofgaia:creep, 20, 2, 3
4566, none, wythers:calcite_coast, MONSTER, grimoireofgaia:deathword, 30, 1, 2
4567, none, wythers:calcite_coast, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
4568, none, wythers:calcite_coast, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
4569, none, wythers:calcite_coast, MONSTER, grimoireofgaia:mimic, 30, 1, 1
4570, none, wythers:calcite_coast, MONSTER, player_mobs:player_mob, 20, 2, 4
4571, none, wythers:calcite_coast, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4572, none, wythers:calcite_coast, MONSTER, alexsmobs:farseer, 10, 1, 1
4573, none, wythers:calcite_coast, MONSTER, alexsmobs:murmur, 10, 1, 1
4574, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4575, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
4576, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
4577, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
4578, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
4579, none, wythers:calcite_coast, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
4580, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
4581, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
4582, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
4583, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4584, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4585, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4586, none, wythers:calcite_coast, MONSTER, hmag:dyssomnia, 10, 1, 1
4587, none, wythers:calcite_coast, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
4588, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4589, none, wythers:calcite_coast, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
4590, none, wythers:calcite_coast, MONSTER, hmag:melty_monster, 18, 1, 3
4591, none, wythers:calcite_coast, MONSTER, hmag:ghost, 15, 1, 2
4592, none, wythers:calcite_coast, MONSTER, hmag:kobold, 20, 1, 2
4593, none, wythers:calcite_coast, MONSTER, hmag:lich, 10, 1, 1
4594, none, wythers:calcite_coast, MONSTER, hmag:ogre, 10, 1, 1
4595, none, wythers:calcite_coast, MONSTER, hmag:spider_nest, 10, 1, 2
4596, none, wythers:calcite_coast, MONSTER, hmag:necrotic_reaper, 10, 1, 2
4597, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4598, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4599, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4600, none, wythers:calcite_coast, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
4601, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4602, none, wythers:calcite_coast, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
4603, none, wythers:calcite_coast, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
4604, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4605, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4606, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
4607, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4608, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4609, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4610, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4611, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4612, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
4613, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4614, none, wythers:calcite_coast, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
4615, none, wythers:calcite_coast, CREATURE, exoticbirds:pigeon, 12, 2, 3
4616, none, wythers:calcite_coast, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
4617, none, wythers:calcite_coast, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4618, none, wythers:calcite_coast, AMBIENT, minecraft:bat, 10, 2, 4
4619, none, wythers:calcite_coast, AMBIENT, alexsmobs:fly, 10, 2, 3
4620, none, wythers:calcite_coast, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
4621, none, wythers:calcite_coast, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
4622, none, wythers:calcite_coast, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4623, none, wythers:calcite_coast, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
4624, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
4625, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4626, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4627, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4628, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4629, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
4630, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4631, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
4632, none, wythers:calcite_coast, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4633, none, blue_skies:calming_skies, MONSTER, blue_skies:armored_frost_spirit, 10, 1, 1
4634, none, blue_skies:calming_skies, MONSTER, blue_skies:polargeist, 10, 1, 1
4635, none, blue_skies:calming_skies, MONSTER, blue_skies:diophyde_prowler, 10, 1, 2
4636, none, blue_skies:calming_skies, CREATURE, blue_skies:stardust_ram, 10, 2, 4
4637, none, blue_skies:calming_skies, CREATURE, blue_skies:azulfo, 10, 4, 4
4638, savanna, wythers:chaparral, MONSTER, minecraft:spider, 30, 2, 4
4639, savanna, wythers:chaparral, MONSTER, minecraft:zombie, 40, 2, 3
4640, savanna, wythers:chaparral, MONSTER, minecraft:zombie_villager, 10, 1, 1
4641, savanna, wythers:chaparral, MONSTER, minecraft:skeleton, 40, 2, 4
4642, savanna, wythers:chaparral, MONSTER, minecraft:slime, 30, 2, 4
4643, savanna, wythers:chaparral, MONSTER, minecraft:witch, 5, 1, 1
4644, savanna, wythers:chaparral, MONSTER, monsterplus:abyssologer, 10, 1, 1
4645, savanna, wythers:chaparral, MONSTER, grimoireofgaia:arachne, 20, 1, 2
4646, savanna, wythers:chaparral, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
4647, savanna, wythers:chaparral, MONSTER, grimoireofgaia:creep, 20, 2, 3
4648, savanna, wythers:chaparral, MONSTER, grimoireofgaia:deathword, 30, 1, 2
4649, savanna, wythers:chaparral, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
4650, savanna, wythers:chaparral, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
4651, savanna, wythers:chaparral, MONSTER, grimoireofgaia:goblin, 30, 2, 6
4652, savanna, wythers:chaparral, MONSTER, grimoireofgaia:mimic, 30, 1, 1
4653, savanna, wythers:chaparral, MONSTER, grimoireofgaia:orc, 30, 2, 6
4654, savanna, wythers:chaparral, MONSTER, player_mobs:player_mob, 20, 2, 4
4655, savanna, wythers:chaparral, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4656, savanna, wythers:chaparral, MONSTER, alexsmobs:farseer, 10, 1, 1
4657, savanna, wythers:chaparral, MONSTER, alexsmobs:murmur, 10, 1, 1
4658, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4659, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
4660, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
4661, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
4662, savanna, wythers:chaparral, MONSTER, hmag:catoblepas, 20, 1, 2
4663, savanna, wythers:chaparral, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
4664, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
4665, savanna, wythers:chaparral, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
4666, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
4667, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
4668, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
4669, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4670, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
4671, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4672, savanna, wythers:chaparral, MONSTER, hmag:dyssomnia, 10, 1, 1
4673, savanna, wythers:chaparral, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
4674, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4675, savanna, wythers:chaparral, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
4676, savanna, wythers:chaparral, MONSTER, hmag:harpy, 20, 1, 2
4677, savanna, wythers:chaparral, MONSTER, hmag:melty_monster, 18, 1, 3
4678, savanna, wythers:chaparral, MONSTER, hmag:ghost, 15, 1, 2
4679, savanna, wythers:chaparral, MONSTER, hmag:kobold, 20, 1, 2
4680, savanna, wythers:chaparral, MONSTER, hmag:lich, 10, 1, 1
4681, savanna, wythers:chaparral, MONSTER, hmag:ogre, 10, 1, 1
4682, savanna, wythers:chaparral, MONSTER, hmag:spider_nest, 10, 1, 2
4683, savanna, wythers:chaparral, MONSTER, hmag:necrotic_reaper, 10, 1, 2
4684, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4685, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4686, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4687, savanna, wythers:chaparral, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
4688, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4689, savanna, wythers:chaparral, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
4690, savanna, wythers:chaparral, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
4691, savanna, wythers:chaparral, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 2
4692, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4693, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4694, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
4695, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4696, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4697, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4698, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
4699, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4700, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
4701, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4702, savanna, wythers:chaparral, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
4703, savanna, wythers:chaparral, CREATURE, minecraft:chicken, 35, 4, 4
4704, savanna, wythers:chaparral, CREATURE, minecraft:cow, 35, 2, 4
4705, savanna, wythers:chaparral, CREATURE, minecraft:horse, 10, 2, 6
4706, savanna, wythers:chaparral, CREATURE, minecraft:donkey, 10, 1, 3
4707, savanna, wythers:chaparral, CREATURE, exoticbirds:budgerigar, 10, 2, 3
4708, savanna, wythers:chaparral, CREATURE, exoticbirds:cassowary, 10, 2, 3
4709, savanna, wythers:chaparral, CREATURE, exoticbirds:cockatoo, 10, 2, 3
4710, savanna, wythers:chaparral, CREATURE, exoticbirds:crane, 10, 2, 3
4711, savanna, wythers:chaparral, CREATURE, exoticbirds:gouldianfinch, 10, 2, 3
4712, savanna, wythers:chaparral, CREATURE, exoticbirds:hummingbird, 20, 2, 3
4713, savanna, wythers:chaparral, CREATURE, exoticbirds:kookaburra, 10, 2, 3
4714, savanna, wythers:chaparral, CREATURE, exoticbirds:ostrich, 10, 2, 3
4715, savanna, wythers:chaparral, CREATURE, exoticbirds:peafowl, 10, 2, 3
4716, savanna, wythers:chaparral, CREATURE, exoticbirds:pigeon, 12, 2, 3
4717, savanna, wythers:chaparral, CREATURE, exoticbirds:roadrunner, 10, 2, 3
4718, savanna, wythers:chaparral, CREATURE, alexsmobs:gazelle, 20, 7, 7
4719, savanna, wythers:chaparral, CREATURE, alexsmobs:elephant, 15, 3, 5
4720, savanna, wythers:chaparral, CREATURE, alexsmobs:emu, 10, 2, 3
4721, savanna, wythers:chaparral, CREATURE, alexsmobs:kangaroo, 12, 3, 5
4722, savanna, wythers:chaparral, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
4723, savanna, wythers:chaparral, CREATURE, alexsmobs:rhinoceros, 12, 3, 5
4724, savanna, wythers:chaparral, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
4725, savanna, wythers:chaparral, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4726, savanna, wythers:chaparral, AMBIENT, minecraft:bat, 10, 2, 4
4727, savanna, wythers:chaparral, AMBIENT, alexsmobs:fly, 10, 2, 3
4728, savanna, wythers:chaparral, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
4729, savanna, wythers:chaparral, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
4730, savanna, wythers:chaparral, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4731, savanna, wythers:chaparral, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
4732, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
4733, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4734, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4735, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4736, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4737, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
4738, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4739, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
4740, savanna, wythers:chaparral, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4741, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:spider, 30, 2, 4
4742, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:zombie, 40, 2, 3
4743, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
4744, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:skeleton, 40, 2, 4
4745, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:creeper, 30, 2, 4
4746, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:slime, 30, 2, 4
4747, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:witch, 5, 1, 1
4748, extreme_hills, minecraft:cherry_grove, MONSTER, monsterplus:abyssologer, 10, 1, 1
