1, none, far_end:amethyst_forest, MONSTER, minecraft:enderman, 5, 4, 4
2271, badlands, wythers:badlands_canyon, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
2272, badlands, wythers:badlands_canyon, MONSTER, grimoireofgaia:mimic, 30, 1, 1
2273, badlands, wythers:badlands_canyon, MONSTER, player_mobs:player_mob, 20, 2, 4
2274, badlands, wythers:badlands_canyon, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2275, badlands, wythers:badlands_canyon, MONSTER, alexsmobs:farseer, 5, 1, 1
2276, badlands, wythers:badlands_canyon, MONSTER, alexsmobs:murmur, 10, 1, 1
2277, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
2278, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
2279, badlands, wythers:badlands_canyon, MONSTER, endermanoverhaul:badlands_enderman, 10, 1, 2
2280, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2281, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
2282, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
2283, badlands, wythers:badlands_canyon, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
2284, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
2285, badlands, wythers:badlands_canyon, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
2286, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2287, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
2288, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
2289, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2290, badlands, wythers:badlands_canyon, MONSTER, hmag:dogu, 10, 1, 1
2291, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2292, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2293, badlands, wythers:badlands_canyon, MONSTER, hmag:dyssomnia, 10, 1, 1
2294, badlands, wythers:badlands_canyon, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
2295, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2296, badlands, wythers:badlands_canyon, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
2297, badlands, wythers:badlands_canyon, MONSTER, hmag:melty_monster, 18, 1, 3
2298, badlands, wythers:badlands_canyon, MONSTER, hmag:ghost, 15, 1, 2
2299, badlands, wythers:badlands_canyon, MONSTER, hmag:kobold, 20, 1, 2
2300, badlands, wythers:badlands_canyon, MONSTER, hmag:lich, 10, 1, 1
2301, badlands, wythers:badlands_canyon, MONSTER, hmag:ogre, 10, 1, 1
2302, badlands, wythers:badlands_canyon, MONSTER, hmag:spider_nest, 10, 1, 2
2303, badlands, wythers:badlands_canyon, MONSTER, hmag:necrotic_reaper, 10, 1, 2
2304, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2305, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2306, badlands, wythers:badlands_canyon, MONSTER, hmag:nightwalker, 20, 1, 2
2307, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2308, badlands, wythers:badlands_canyon, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
2309, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2310, badlands, wythers:badlands_canyon, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
2311, badlands, wythers:badlands_canyon, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
2312, badlands, wythers:badlands_canyon, MONSTER, hmag:scorpion, 20, 1, 2
2313, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2314, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
2315, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2316, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
2317, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2318, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2319, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2320, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2321, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2322, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
2323, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
2324, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2325, badlands, wythers:badlands_canyon, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
2326, badlands, wythers:badlands_canyon, CREATURE, exoticbirds:cassowary, 10, 2, 3
2327, badlands, wythers:badlands_canyon, CREATURE, exoticbirds:crane, 10, 2, 3
2328, badlands, wythers:badlands_canyon, CREATURE, exoticbirds:ostrich, 10, 2, 3
2329, badlands, wythers:badlands_canyon, CREATURE, exoticbirds:pigeon, 12, 2, 3
2330, badlands, wythers:badlands_canyon, CREATURE, exoticbirds:roadrunner, 10, 2, 3
2331, badlands, wythers:badlands_canyon, CREATURE, alexsmobs:roadrunner, 10, 2, 2
2332, badlands, wythers:badlands_canyon, CREATURE, alexsmobs:rattlesnake, 10, 1, 2
2333, badlands, wythers:badlands_canyon, CREATURE, alexsmobs:emu, 10, 2, 3
2334, badlands, wythers:badlands_canyon, CREATURE, alexsmobs:kangaroo, 12, 3, 5
2335, badlands, wythers:badlands_canyon, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
2336, badlands, wythers:badlands_canyon, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2337, badlands, wythers:badlands_canyon, AMBIENT, minecraft:bat, 10, 2, 4
2338, badlands, wythers:badlands_canyon, AMBIENT, alexsmobs:fly, 10, 2, 3
2339, badlands, wythers:badlands_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
2340, badlands, wythers:badlands_canyon, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
2341, badlands, wythers:badlands_canyon, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2342, badlands, wythers:badlands_canyon, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
2343, badlands, wythers:badlands_canyon, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
2344, badlands, wythers:badlands_canyon, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
2345, badlands, wythers:badlands_canyon, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
2346, badlands, wythers:badlands_canyon, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 3
2347, badlands, wythers:badlands_canyon, zombie, rotted:marine, 15, 1, 1
2348, badlands, wythers:badlands_canyon, zombie, rotted:doctor, 10, 1, 1
2349, badlands, wythers:badlands_canyon, zombie, rotted:farmer, 20, 1, 2
2350, badlands, wythers:badlands_canyon, zombie, rotted:miner, 20, 1, 2
2351, badlands, wythers:badlands_canyon, zombie, rotted:adventurer, 25, 1, 2
2352, badlands, wythers:badlands_canyon, zombie, rotted:flusk, 15, 1, 1
2353, badlands, wythers:badlands_canyon, zombie, rotted:shielder, 15, 1, 2
2354, badlands, wythers:badlands_desert, MONSTER, minecraft:spider, 30, 2, 4
2355, badlands, wythers:badlands_desert, MONSTER, minecraft:zombie, 40, 2, 3
2356, badlands, wythers:badlands_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
2357, badlands, wythers:badlands_desert, MONSTER, minecraft:skeleton, 40, 2, 4
2358, badlands, wythers:badlands_desert, MONSTER, minecraft:slime, 30, 2, 4
2359, badlands, wythers:badlands_desert, MONSTER, minecraft:witch, 5, 1, 1
2360, badlands, wythers:badlands_desert, MONSTER, monsterplus:abyssologer, 10, 1, 1
2361, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:arachne, 20, 1, 2
2362, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:centaur, 20, 1, 2
2363, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:harpy, 20, 1, 2
2364, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:minotaur, 10, 1, 1
2365, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:minotaurus, 20, 1, 2
2366, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:satyress, 20, 2, 4
2367, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
2368, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:creep, 20, 2, 3
2369, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:deathword, 30, 1, 2
2370, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
2371, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
2372, badlands, wythers:badlands_desert, MONSTER, grimoireofgaia:mimic, 30, 1, 1
2373, badlands, wythers:badlands_desert, MONSTER, player_mobs:player_mob, 20, 2, 4
2374, badlands, wythers:badlands_desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2375, badlands, wythers:badlands_desert, MONSTER, alexsmobs:farseer, 5, 1, 1
2376, badlands, wythers:badlands_desert, MONSTER, alexsmobs:murmur, 10, 1, 1
2377, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
2378, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
2379, badlands, wythers:badlands_desert, MONSTER, endermanoverhaul:badlands_enderman, 10, 1, 2
2380, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2381, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
2382, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
2383, badlands, wythers:badlands_desert, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
2384, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
2385, badlands, wythers:badlands_desert, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
2386, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2387, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
2388, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
2389, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2390, badlands, wythers:badlands_desert, MONSTER, hmag:dogu, 10, 1, 1
2391, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2392, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2393, badlands, wythers:badlands_desert, MONSTER, hmag:dyssomnia, 10, 1, 1
2394, badlands, wythers:badlands_desert, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
2395, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2396, badlands, wythers:badlands_desert, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
2397, badlands, wythers:badlands_desert, MONSTER, hmag:melty_monster, 18, 1, 3
2398, badlands, wythers:badlands_desert, MONSTER, hmag:ghost, 15, 1, 2
2399, badlands, wythers:badlands_desert, MONSTER, hmag:kobold, 20, 1, 2
2400, badlands, wythers:badlands_desert, MONSTER, hmag:lich, 10, 1, 1
2401, badlands, wythers:badlands_desert, MONSTER, hmag:ogre, 10, 1, 1
2402, badlands, wythers:badlands_desert, MONSTER, hmag:spider_nest, 10, 1, 2
2403, badlands, wythers:badlands_desert, MONSTER, hmag:necrotic_reaper, 10, 1, 2
2404, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2405, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2406, badlands, wythers:badlands_desert, MONSTER, hmag:nightwalker, 20, 1, 2
2407, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2408, badlands, wythers:badlands_desert, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
2409, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2410, badlands, wythers:badlands_desert, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
2411, badlands, wythers:badlands_desert, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
2412, badlands, wythers:badlands_desert, MONSTER, hmag:scorpion, 20, 1, 2
2413, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2414, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
2415, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2416, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
2417, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2418, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2419, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2420, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2421, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2422, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
2423, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
2424, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2425, badlands, wythers:badlands_desert, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
2426, badlands, wythers:badlands_desert, CREATURE, exoticbirds:cassowary, 10, 2, 3
2427, badlands, wythers:badlands_desert, CREATURE, exoticbirds:crane, 10, 2, 3
2428, badlands, wythers:badlands_desert, CREATURE, exoticbirds:ostrich, 10, 2, 3
2429, badlands, wythers:badlands_desert, CREATURE, exoticbirds:pigeon, 12, 2, 3
2430, badlands, wythers:badlands_desert, CREATURE, exoticbirds:roadrunner, 10, 2, 3
2431, badlands, wythers:badlands_desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
2432, badlands, wythers:badlands_desert, CREATURE, alexsmobs:rattlesnake, 10, 1, 2
2433, badlands, wythers:badlands_desert, CREATURE, alexsmobs:emu, 10, 2, 3
2434, badlands, wythers:badlands_desert, CREATURE, alexsmobs:kangaroo, 12, 3, 5
2435, badlands, wythers:badlands_desert, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
2436, badlands, wythers:badlands_desert, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2437, badlands, wythers:badlands_desert, AMBIENT, minecraft:bat, 10, 2, 4
2438, badlands, wythers:badlands_desert, AMBIENT, alexsmobs:fly, 10, 2, 3
2439, badlands, wythers:badlands_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
2440, badlands, wythers:badlands_desert, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
2441, badlands, wythers:badlands_desert, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2442, badlands, wythers:badlands_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
2443, badlands, wythers:badlands_desert, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
2444, badlands, wythers:badlands_desert, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
2445, badlands, wythers:badlands_desert, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
2446, badlands, wythers:badlands_desert, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 3
2447, badlands, wythers:badlands_desert, zombie, rotted:marine, 15, 1, 1
2448, badlands, wythers:badlands_desert, zombie, rotted:doctor, 10, 1, 1
2449, badlands, wythers:badlands_desert, zombie, rotted:farmer, 20, 1, 2
2450, badlands, wythers:badlands_desert, zombie, rotted:miner, 20, 1, 2
2451, badlands, wythers:badlands_desert, zombie, rotted:adventurer, 25, 1, 2
2452, badlands, wythers:badlands_desert, zombie, rotted:flusk, 15, 1, 1
2453, badlands, wythers:badlands_desert, zombie, rotted:shielder, 15, 1, 2
2454, river, wythers:badlands_river, MONSTER, minecraft:spider, 30, 2, 4
2455, river, wythers:badlands_river, MONSTER, minecraft:zombie, 40, 2, 3
2456, river, wythers:badlands_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
2457, river, wythers:badlands_river, MONSTER, minecraft:skeleton, 40, 2, 4
2458, river, wythers:badlands_river, MONSTER, minecraft:creeper, 30, 2, 4
2459, river, wythers:badlands_river, MONSTER, minecraft:slime, 30, 2, 4
2460, river, wythers:badlands_river, MONSTER, minecraft:enderman, 5, 1, 2
2461, river, wythers:badlands_river, MONSTER, minecraft:witch, 5, 1, 1
2462, river, wythers:badlands_river, MONSTER, minecraft:drowned, 30, 1, 1
2463, river, wythers:badlands_river, MONSTER, monsterplus:abyssologer, 10, 1, 1
2464, river, wythers:badlands_river, MONSTER, grimoireofgaia:arachne, 20, 1, 2
2465, river, wythers:badlands_river, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
2466, river, wythers:badlands_river, MONSTER, grimoireofgaia:creep, 20, 2, 3
2467, river, wythers:badlands_river, MONSTER, grimoireofgaia:deathword, 30, 1, 2
2468, river, wythers:badlands_river, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
2469, river, wythers:badlands_river, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
2470, river, wythers:badlands_river, MONSTER, grimoireofgaia:mimic, 30, 1, 1
2471, river, wythers:badlands_river, MONSTER, player_mobs:player_mob, 20, 2, 4
2472, river, wythers:badlands_river, MONSTER, grimoireofgaia:cecaelia, 30, 2, 4
2473, river, wythers:badlands_river, MONSTER, grimoireofgaia:mermaid, 30, 2, 4
2474, river, wythers:badlands_river, MONSTER, grimoireofgaia:sharko, 30, 2, 4
2475, river, wythers:badlands_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2476, river, wythers:badlands_river, MONSTER, alexsmobs:farseer, 5, 1, 1
2477, river, wythers:badlands_river, MONSTER, alexsmobs:murmur, 10, 1, 1
2478, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
2479, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
2480, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2481, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
2482, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
2483, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
2484, river, wythers:badlands_river, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
2485, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2486, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
2487, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
2488, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2489, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2490, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2491, river, wythers:badlands_river, MONSTER, hmag:dyssomnia, 10, 1, 1
2492, river, wythers:badlands_river, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
2493, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2494, river, wythers:badlands_river, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
2495, river, wythers:badlands_river, MONSTER, hmag:melty_monster, 18, 1, 3
2496, river, wythers:badlands_river, MONSTER, hmag:ghost, 15, 1, 2
2497, river, wythers:badlands_river, MONSTER, hmag:kobold, 20, 1, 2
2498, river, wythers:badlands_river, MONSTER, hmag:lich, 10, 1, 1
2499, river, wythers:badlands_river, MONSTER, hmag:ogre, 10, 1, 1
2500, river, wythers:badlands_river, MONSTER, hmag:spider_nest, 10, 1, 2
2501, river, wythers:badlands_river, MONSTER, hmag:necrotic_reaper, 10, 1, 2
2502, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2503, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2504, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2505, river, wythers:badlands_river, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
2506, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2507, river, wythers:badlands_river, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
2508, river, wythers:badlands_river, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
2509, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2510, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
2511, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2512, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
2513, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2514, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2515, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2516, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2517, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2518, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
2519, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
2520, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2521, river, wythers:badlands_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
2522, river, wythers:badlands_river, CREATURE, exoticbirds:duck, 10, 2, 3
2523, river, wythers:badlands_river, CREATURE, exoticbirds:flamingo, 10, 2, 3
2524, river, wythers:badlands_river, CREATURE, exoticbirds:gull, 12, 2, 3
